g-spine,g-img,g-title,g-director,g-country,g-year,link
905,,The Breakfast Club,John Hughes,"United States,",1985,https://www.criterion.com/films/29272-the-breakfast-club
1185,,After Hours,Martin Scorsese,"United States,",1985,https://www.criterion.com/films/29632-after-hours
868,,Tampopo,Juzo Itami,"Japan,",1985,https://www.criterion.com/films/28880-tampopo
407,,Mala Noche,Gus Van Sant,"United States,",1985,https://www.criterion.com/films/253-mala-noche
566,,Insignificance,Nicolas Roeg,"United Kingdom,",1985,https://www.criterion.com/films/27618-insignificance
1188,,Dim Sum: A Little Bit of Heart,Wayne Wang,"United States,",1985,https://www.criterion.com/films/31921-dim-sum-a-little-bit-of-heart
,,My Lucky Stars,Sammo Hung,"Hong Kong,",1985,https://www.criterion.com/films/29548-my-lucky-stars
532,,Louie Bluie,Terry Zwigoff,"United States,",1985,https://www.criterion.com/films/27509-louie-bluie
663,,Shoah,Claude Lanzmann,"France,",1985,https://www.criterion.com/films/27968-shoah
316,,Ran,Akira Kurosawa,"Japan,",1985,https://www.criterion.com/films/754-ran
767,,My Beautiful Laundrette,Stephen Frears,"United Kingdom,",1985,https://www.criterion.com/films/28044-my-beautiful-laundrette
1035,,Come and See,Elem Klimov,"Soviet Union,",1985,https://www.criterion.com/films/28895-come-and-see
887,,Lost in America,Albert Brooks,"United States,",1985,https://www.criterion.com/films/29022-lost-in-america
178,,My Life as a Dog,Lasse Hallström,"Sweden,",1985,https://www.criterion.com/films/727-my-life-as-a-dog
879,,Taipei Story,Edward Yang,"Taiwan,",1985,https://www.criterion.com/films/29110-taipei-story
432,,Mishima: A Life in Four Chapters,Paul Schrader,"United States,",1985,https://www.criterion.com/films/588-mishima-a-life-in-four-chapters
902,,Desert Hearts,Donna Deitch,"United States,",1985,https://www.criterion.com/films/29139-desert-hearts
1068,,Smooth Talk,Joyce Chopra,"United States,",1985,https://www.criterion.com/films/29655-smooth-talk
51,,Brazil,Terry Gilliam,"United Kingdom,",1985,https://www.criterion.com/films/211-brazil
971,,Police Story,Jackie Chan,"Hong Kong,",1985,https://www.criterion.com/films/29544-police-story
74,,Vagabond,Agnès Varda,"France,",1985,https://www.criterion.com/films/245-vagabond
,,God’s Country,Louis Malle,"United States,",1985,https://www.criterion.com/films/675-god-s-country
951,,True Stories,David Byrne,"United States,",1986,https://www.criterion.com/films/29038-true-stories
20,,Sid & Nancy,Alex Cox,"United Kingdom,",1986,https://www.criterion.com/films/535-sid-nancy
775,,A Room with a View,James Ivory,"United Kingdom,",1986,https://www.criterion.com/films/28597-a-room-with-a-view
,,. . . And the Pursuit of Happiness,Louis Malle,"France,",1986,https://www.criterion.com/films/676--and-the-pursuit-of-happiness
,,El amor brujo,Carlos Saura,"Spain,",1986,https://www.criterion.com/films/885-el-amor-brujo
563,,Something Wild,Jonathan Demme,"United States,",1986,https://www.criterion.com/films/27603-something-wild
1087,,Working Girls,Lizzie Borden,"United States,",1986,https://www.criterion.com/films/31084-working-girls
,,Ethnic Notions,Marlon Riggs,"United States,",1986,https://www.criterion.com/films/31180-ethnic-notions
977,,Blue Velvet,David Lynch,"United States,",1986,https://www.criterion.com/films/29144-blue-velvet
119,,Withnail and I,Bruce Robinson,"United Kingdom,",1986,https://www.criterion.com/films/658-withnail-and-i
1002,,Betty Blue,Jean-Jacques Beineix,"France,",1986,https://www.criterion.com/films/29079-betty-blue
166,,Down by Law,Jim Jarmusch,"United States,",1986,https://www.criterion.com/films/719-down-by-law
169,,Jimi Plays Monterey & Shake! Otis at Monterey,Chris Hegedus…,"United States,",1986,https://www.criterion.com/films/722-jimi-plays-monterey-shake-otis-at-monterey
1122,,’Round Midnight,Bertrand Tavernier,"United States,",1986,https://www.criterion.com/films/29031--round-midnight
,,Shadows in Paradise,Aki Kaurismäki,"Finland,",1986,https://www.criterion.com/films/960-shadows-in-paradise
,,Routine Pleasures,Jean-Pierre Gorin,"United States,",1986,https://www.criterion.com/films/27947-routine-pleasures
107,,Mona Lisa,Neil Jordan,"United Kingdom,",1986,https://www.criterion.com/films/648-mona-lisa
,,Epidemic,Lars von Trier,"Denmark,",1987,https://www.criterion.com/films/28078-epidemic
399,,House of Games,David Mamet,"United States,",1987,https://www.criterion.com/films/831-house-of-games
1129,,Rouge,Stanley Kwan,"Hong Kong,",1987,https://www.criterion.com/films/30738-rouge
1193,,La Bamba,Luis Valdez,"United States,",1987,https://www.criterion.com/films/33769-la-bamba
23,,RoboCop,Paul Verhoeven,"United States,",1987,https://www.criterion.com/films/542-robocop
423,,Walker,Alex Cox,"United States,",1987,https://www.criterion.com/films/526-walker
990,,Where Is the Friend’s House?,Abbas Kiarostami,"Iran,",1987,https://www.criterion.com/films/28638-where-is-the-friend-s-house
948,,The Princess Bride,Rob Reiner,"United States,",1987,https://www.criterion.com/films/29368-the-princess-bride
552,,Broadcast News,James L. Brooks,"United States,",1987,https://www.criterion.com/films/27535-broadcast-news
422,,The Last Emperor,Bernardo Bertolucci,"China,",1987,https://www.criterion.com/films/254-the-last-emperor
1173,,Hollywood Shuffle,Robert Townsend,"United States,",1987,https://www.criterion.com/films/29771-hollywood-shuffle
1056,,Moonstruck,Norman Jewison,"United States,",1987,https://www.criterion.com/films/29154-moonstruck
490,,Wings of Desire,Wim Wenders,"Germany,",1987,https://www.criterion.com/films/200-wings-of-desire
362,,Border Radio,"Allison Anders, Dean Lent, and Kurt Voss","United States,",1987,https://www.criterion.com/films/802-border-radio
665,,Babette’s Feast,Gabriel Axel,"Denmark,",1987,https://www.criterion.com/films/27894-babette-s-feast
,,Intervista,Federico Fellini,"Italy,",1987,https://www.criterion.com/films/31034-intervista
999,,Matewan,John Sayles,"United States,",1987,https://www.criterion.com/films/29461-matewan
330,,Au revoir les enfants,Louis Malle,"France,",1987,https://www.criterion.com/films/549-au-revoir-les-enfants
837,,Dekalog,Krzysztof Kieślowski,"Poland,",1988,https://www.criterion.com/films/28661-dekalog
,,As Tears Go By,Wong Kar Wai,"Hong Kong,",1988,https://www.criterion.com/films/29478-as-tears-go-by
753,,The Thin Blue Line,Errol Morris,"United States,",1988,https://www.criterion.com/films/28355-the-thin-blue-line
936,,Bull Durham,Ron Shelton,"United States,",1988,https://www.criterion.com/films/29143-bull-durham
,,Ariel,Aki Kaurismäki,"Finland,",1988,https://www.criterion.com/films/959-ariel
120,,How to Get Ahead in Advertising,Bruce Robinson,"United Kingdom,",1988,https://www.criterion.com/films/660-how-to-get-ahead-in-advertising
55,,The Unbearable Lightness of Being,Philip Kaufman,"United States,",1988,https://www.criterion.com/films/600-the-unbearable-lightness-of-being
,,Kung-Fu Master!,Agnès Varda,"France,",1988,https://www.criterion.com/films/30570-kung-fu-master
21,,Dead Ringers,David Cronenberg,"United States,",1988,https://www.criterion.com/films/541-dead-ringers
133,,The Vanishing,George Sluizer,"France,",1988,https://www.criterion.com/films/677-the-vanishing
258,,Tanner ’88,Robert Altman,"United States,",1988,https://www.criterion.com/films/952-tanner-88
972,,Police Story 2,Jackie Chan,"Hong Kong,",1988,https://www.criterion.com/films/29545-police-story-2
,,Jane B. par Agnès V.,Agnès Varda,"France,",1988,https://www.criterion.com/films/30569-jane-b-par-agnes-v
641,,Powaqqatsi,Godfrey Reggio,"United States,",1988,https://www.criterion.com/films/28033-powaqqatsi
70,,The Last Temptation of Christ,Martin Scorsese,"United States,",1988,https://www.criterion.com/films/612-the-last-temptation-of-christ
1166,,The Adventures of Baron Munchausen,Terry Gilliam,"United Kingdom,",1988,https://www.criterion.com/films/29570-the-adventures-of-baron-munchausen
855,,Women on the Verge of a Nervous Breakdown,Pedro Almodóvar,"Spain,",1988,https://www.criterion.com/films/29101-women-on-the-verge-of-a-nervous-breakdown
,,An Enemy of the People,Satyajit Ray,"India,",1989,https://www.criterion.com/films/27680-an-enemy-of-the-people
521,,Mystery Train,Jim Jarmusch,"United States,",1989,https://www.criterion.com/films/2057-mystery-train
54,,For All Mankind,Al Reinert,"United States,",1989,https://www.criterion.com/films/599-for-all-mankind
8,,The Killer,John Woo,"Hong Kong,",1989,https://www.criterion.com/films/231-the-killer
938,,"sex, lies, and videotape",Steven Soderbergh,"United States,",1989,https://www.criterion.com/films/28832-sex-lies-and-videotape
356,,Sweetie,Jane Campion,"New Zealand,",1989,https://www.criterion.com/films/749-sweetie
876,,Revenge,Ermek Shinarbaev,"Kazakhstan,",1989,https://www.criterion.com/films/29208-revenge
,,The Seventh Continent,Michael Haneke,"Austria,",1989,https://www.criterion.com/films/28837-the-seventh-continent
953,,A Dry White Season,Euzhan Palcy,"United States,",1989,https://www.criterion.com/films/29148-a-dry-white-season
,,Tongues Untied,Marlon Riggs,"United States,",1989,https://www.criterion.com/films/31182-tongues-untied
,,Leningrad Cowboys Go America,Aki Kaurismäki,"Finland,",1989,https://www.criterion.com/films/27793-leningrad-cowboys-go-america
97,,Do the Right Thing,Spike Lee,"United States,",1989,https://www.criterion.com/films/286-do-the-right-thing
659,,Life Is Sweet,Mike Leigh,"United Kingdom,",1990,https://www.criterion.com/films/27982-life-is-sweet
,,Affirmations,Marlon Riggs,"United States,",1990,https://www.criterion.com/films/31185-affirmations
1112,,Miller’s Crossing,Joel Coen,"United States,",1990,https://www.criterion.com/films/29604-miller-s-crossing
301,,An Angel at My Table,Jane Campion,"New Zealand,",1990,https://www.criterion.com/films/742-an-angel-at-my-table
,,Days of Being Wild,Wong Kar Wai,"Hong Kong,",1990,https://www.criterion.com/films/29477-days-of-being-wild
842,,Akira Kurosawa’s Dreams,Akira Kurosawa,"Japan,",1990,https://www.criterion.com/films/28700-akira-kurosawa-s-dreams
985,,Europa Europa,Agnieszka Holland,"Poland,",1990,https://www.criterion.com/films/28040-europa-europa
326,,Metropolitan,Whit Stillman,"United States,",1990,https://www.criterion.com/films/774-metropolitan
519,,Close-up,Abbas Kiarostami,"Iran,",1990,https://www.criterion.com/films/1092-close-up
1041,,The Comfort of Strangers,Paul Schrader,"Italy,",1990,https://www.criterion.com/films/29638-the-comfort-of-strangers
,,A Tale of Springtime,Eric Rohmer,"France,",1990,https://www.criterion.com/films/29648-a-tale-of-springtime
,,The Match Factory Girl,Aki Kaurismäki,"Finland,",1990,https://www.criterion.com/films/961-the-match-factory-girl
963,,To Sleep with Anger,Charles Burnett,"United States,",1990,https://www.criterion.com/films/29567-to-sleep-with-anger
1018,,Paris Is Burning,Jennie Livingston,"United States,",1990,https://www.criterion.com/films/29647-paris-is-burning
774,,Mister Johnson,Bruce Beresford,"United States,",1990,https://www.criterion.com/films/28102-mister-johnson
722,,Tie Me Up! Tie Me Down!,Pedro Almodóvar,"Spain,",1990,https://www.criterion.com/films/28593-tie-me-up-tie-me-down
,,Once Upon a Time in China,Tsui Hark,"Hong Kong,",1991,https://www.criterion.com/films/30712-once-upon-a-time-in-china
353,,Sólo con tu pareja,Alfonso Cuarón,"Mexico,",1991,https://www.criterion.com/films/798-solo-con-tu-pareja
764,,The Fisher King,Terry Gilliam,"United States,",1991,https://www.criterion.com/films/28719-the-fisher-king
359,,The Double Life of Véronique,Krzysztof Kieślowski,"France,",1991,https://www.criterion.com/films/214-the-double-life-of-veronique
1127,,Mississippi Masala,Mira Nair,"United States,",1991,https://www.criterion.com/films/32237-mississippi-masala
699,,A Brief History of Time,Errol Morris,"United States,",1991,https://www.criterion.com/films/28559-a-brief-history-of-time
,,Jacquot de Nantes,Agnès Varda,"France,",1991,https://www.criterion.com/films/28625-jacquot-de-nantes
1180,,Thelma & Louise,Ridley Scott,"United States,",1991,https://www.criterion.com/films/29164-thelma-louise
1071,,Defending Your Life,Albert Brooks,"United States,",1991,https://www.criterion.com/films/29634-defending-your-life
486,,Homicide,David Mamet,"United States,",1991,https://www.criterion.com/films/3558-homicide
804,,A Brighter Summer Day,Edward Yang,"Taiwan,",1991,https://www.criterion.com/films/28596-a-brighter-summer-day
220,,Naked Lunch,David Cronenberg,"Canada,",1991,https://www.criterion.com/films/634-naked-lunch
13,,The Silence of the Lambs,Jonathan Demme,"United States,",1991,https://www.criterion.com/films/528-the-silence-of-the-lambs
247,,Slacker,Richard Linklater,"United States,",1991,https://www.criterion.com/films/408-slacker
277,,My Own Private Idaho,Gus Van Sant,"United States,",1991,https://www.criterion.com/films/249-my-own-private-idaho
401,,Night on Earth,Jim Jarmusch,"United States,",1991,https://www.criterion.com/films/227-night-on-earth
1022,,The Prince of Tides,Barbra Streisand,"United States,",1991,https://www.criterion.com/films/29571-the-prince-of-tides
,,The Stranger,Satyajit Ray,"India,",1991,https://www.criterion.com/films/27684-the-stranger
1216,,Dogfight,Nancy Savoca,"United States,",1991,https://www.criterion.com/films/33803-dogfight
,,Anthem,Marlon Riggs,"United States,",1991,https://www.criterion.com/films/31184-anthem
1007,,Until the End of the World,Wim Wenders,"Germany,",1991,https://www.criterion.com/films/28767-until-the-end-of-the-world
454,,Europa,Lars von Trier,"Denmark,",1991,https://www.criterion.com/films/768-europa
988,,The Inland Sea,Lucille Carra,"United States,",1991,https://www.criterion.com/films/28747-the-inland-sea
991,,And Life Goes On,Abbas Kiarostami,"Iran,",1992,https://www.criterion.com/films/28639-and-life-goes-on
165,,Man Bites Dog,"Rémy Belvaux, André Bonzel, and Benoit Poelvoorde","Belgium,",1992,https://www.criterion.com/films/718-man-bites-dog
,,Once Upon a Time in China II,Tsui Hark,"Hong Kong,",1992,https://www.criterion.com/films/30711-once-upon-a-time-in-china-ii
,,A Tale of Winter,Eric Rohmer,"France,",1992,https://www.criterion.com/films/29649-a-tale-of-winter
,,Benny’s Video,Michael Haneke,"Austria,",1992,https://www.criterion.com/films/28839-benny-s-video
694,,The Long Day Closes,Terence Davies,"United Kingdom,",1992,https://www.criterion.com/films/27984-the-long-day-closes
,,Color Adjustment,Marlon Riggs,"United States,",1992,https://www.criterion.com/films/31179-color-adjustment
42,,Fishing with John,John Lurie,"United States,",1992,https://www.criterion.com/films/580-fishing-with-john
488,,Howards End,James Ivory,"United Kingdom,",1992,https://www.criterion.com/films/1515-howards-end
1160,,Malcolm X,Spike Lee,"United States,",1992,https://www.criterion.com/films/33245-malcolm-x
9,,Hard Boiled,John Woo,"Hong Kong,",1992,https://www.criterion.com/films/523-hard-boiled
1187,,One False Move,Carl Franklin,"United States,",1992,https://www.criterion.com/films/31627-one-false-move
1086,,Deep Cover,Bill Duke,"United States,",1992,https://www.criterion.com/films/31499-deep-cover
693,,La vie de bohème,Aki Kaurismäki,"Finland,",1992,https://www.criterion.com/films/28086-la-vie-de-boheme
898,,Twin Peaks: Fire Walk with Me,David Lynch,"United States,",1992,https://www.criterion.com/films/29237-twin-peaks-fire-walk-with-me
,,My Crasy Life,Jean-Pierre Gorin,"United States,",1992,https://www.criterion.com/films/27946-my-crasy-life
812,,The Player,Robert Altman,"United States,",1992,https://www.criterion.com/films/28835-the-player
,,Once Upon a Time in China IV,Yuen Bun,"Hong Kong,",1993,https://www.criterion.com/films/31784-once-upon-a-time-in-china-iv
1105,,Menace II Society,Albert Hughes and Allen Hughes,"United States,",1993,https://www.criterion.com/films/31502-menace-ii-society
698,,King of the Hill,Steven Soderbergh,"United States,",1993,https://www.criterion.com/films/27965-king-of-the-hill
,,Executioners,Johnnie To and Ching Siu-tung,"Hong Kong,",1993,https://www.criterion.com/films/32736-executioners
307,,Naked,Mike Leigh,"United Kingdom,",1993,https://www.criterion.com/films/220-naked
,,"Non, Je Ne Regrette Rien (No Regret)",Marlon Riggs,"United States,",1993,https://www.criterion.com/films/31183-non-je-ne-regrette-rien-no-regret
551,,Cronos,Guillermo del Toro,"Mexico,",1993,https://www.criterion.com/films/27534-cronos
602,,The War Room,Chris Hegedus and D. A. Pennebaker,"United States,",1993,https://www.criterion.com/films/28029-the-war-room
913,,The Age of Innocence,Martin Scorsese,"United States,",1993,https://www.criterion.com/films/28834-the-age-of-innocence
