g-spine,g-img,g-title,g-director,g-country,g-year,link
1131,,Pink Flamingos,John Waters,"United States,",1972,https://www.criterion.com/films/31320-pink-flamingos
946,,Eight Hours Don’t Make a Day,Rainer Werner Fassbinder,"Germany,",1972,https://www.criterion.com/films/29400-eight-hours-don-t-make-a-day
633,,The Canterbury Tales,Pier Paolo Pasolini,"Italy,",1972,https://www.criterion.com/films/28106-the-canterbury-tales
550,,The King of Marvin Gardens,Bob Rafelson,"United States,",1972,https://www.criterion.com/films/27532-the-king-of-marvin-gardens
760,,State of Siege,Costa-Gavras,"France,",1972,https://www.criterion.com/films/28048-state-of-siege
,,La chambre,Chantal Akerman,"United States,",1972,https://www.criterion.com/films/20976-la-chambre
275,,Tout va bien,Jean-Luc Godard and Jean-Pierre Gorin,"France,",1972,https://www.criterion.com/films/929-tout-va-bien
348,,Love in the Afternoon,Eric Rohmer,"France,",1972,https://www.criterion.com/films/794-love-in-the-afternoon
1050,,Downpour,Bahram Beyzaie,"Iran,",1972,https://www.criterion.com/films/28601-downpour
848,,Roma,Federico Fellini,"Italy,",1972,https://www.criterion.com/films/28039-roma
,,Lone Wolf and Cub: Sword of Vengeance,Kenji Misumi,"Japan,",1972,https://www.criterion.com/films/28722-lone-wolf-and-cub-sword-of-vengeance
,,Godzilla vs. Gigan,Jun Fukuda,"Japan,",1972,https://www.criterion.com/films/30103-godzilla-vs-gigan
,,Hotel Monterey,Chantal Akerman,"United States,",1972,https://www.criterion.com/films/20977-hotel-monterey
,,Lone Wolf and Cub: Baby Cart at the River Styx,Kenji Misumi,"Japan,",1972,https://www.criterion.com/films/28723-lone-wolf-and-cub-baby-cart-at-the-river-styx
740,,The Bitter Tears of Petra von Kant,Rainer Werner Fassbinder,"West Germany,",1972,https://www.criterion.com/films/27953-the-bitter-tears-of-petra-von-kant
164,,Solaris,Andrei Tarkovsky,"Soviet Union,",1972,https://www.criterion.com/films/553-solaris
,,Zatoichi at Large,Kazuo Mori,"Japan,",1972,https://www.criterion.com/films/28586-zatoichi-at-large
1143,,Sambizanga,Sarah Maldoror,"Angola,",1972,https://www.criterion.com/films/33101-sambizanga
,,The Way of the Dragon,Bruce Lee,"Hong Kong,",1972,https://www.criterion.com/films/29554-the-way-of-the-dragon
,,Come On Children,Allan King,"Canada,",1972,https://www.criterion.com/films/27516-come-on-children
83,,The Harder They Come,Perry Henzell,"United States,",1972,https://www.criterion.com/films/623-the-harder-they-come
797,,The New Land,Jan Troell,"Sweden,",1972,https://www.criterion.com/films/28702-the-new-land
101,,Cries and Whispers,Ingmar Bergman,"Sweden,",1972,https://www.criterion.com/films/237-cries-and-whispers
,,Lone Wolf and Cub: Baby Cart in Peril,Buichi Saito,"Japan,",1972,https://www.criterion.com/films/28725-lone-wolf-and-cub-baby-cart-in-peril
1140,,Buck and the Preacher,Sidney Poitier,"United States,",1972,https://www.criterion.com/films/30530-buck-and-the-preacher
,,Blaise Pascal,Roberto Rossellini,"Italy,",1972,https://www.criterion.com/films/1027-blaise-pascal
,,Fist of Fury,Lo Wei,"Hong Kong,",1972,https://www.criterion.com/films/29556-fist-of-fury
132,,The Ruling Class,Peter Medak,"United Kingdom,",1972,https://www.criterion.com/films/678-the-ruling-class
,,Lone Wolf and Cub: Baby Cart to Hades,Kenji Misumi,"Japan,",1972,https://www.criterion.com/films/28724-lone-wolf-and-cub-baby-cart-to-hades
,,Zatoichi in Desperation,Shintaro Katsu,"Japan,",1972,https://www.criterion.com/films/28587-zatoichi-in-desperation
102,,The Discreet Charm of the Bourgeoisie,Luis Buñuel,"France,",1972,https://www.criterion.com/films/310-the-discreet-charm-of-the-bourgeoisie
769,,Day for Night,François Truffaut,"France,",1973,https://www.criterion.com/films/28698-day-for-night
229,,Scenes from a Marriage,Ingmar Bergman,"Sweden,",1973,https://www.criterion.com/films/710-scenes-from-a-marriage
,,Enter the Dragon,Robert Clouse,"Hong Kong,",1973,https://www.criterion.com/films/30623-enter-the-dragon
745,,Don’t Look Now,Nicolas Roeg,"United Kingdom,",1973,https://www.criterion.com/films/27928-don-t-look-now
685,,Touki bouki,Djibril Diop Mambéty,"Senegal,",1973,https://www.criterion.com/films/28412-touki-bouki
1081,,Visions of Eight,"Miloš Forman, Kon Ichikawa, Claude Lelouch, Juri Ozerov, Arthur Penn, Michael Pfleghar, John Schlesinger, and Mai Zetterling","United States,",1973,https://www.criterion.com/films/29305-visions-of-eight
,,Le 15/8,Chantal Akerman and Samy Szlingerbaum,"Belgium,",1973,https://www.criterion.com/films/34123-le-15-8
,,The Age of the Medici,Roberto Rossellini,"Italy,",1973,https://www.criterion.com/films/1025-the-age-of-the-medici
,,Godzilla vs. Megalon,Jun Fukuda,"Japan,",1973,https://www.criterion.com/films/29349-godzilla-vs-megalon
1224,,Pat Garrett and Billy the Kid,Sam Peckinpah,"United States,",1973,https://www.criterion.com/films/29028-pat-garrett-and-billy-the-kid
651,,Badlands,Terrence Malick,"United States,",1973,https://www.criterion.com/films/28406-badlands
,,Lone Wolf and Cub: Baby Cart in the Land of Demons,Kenji Misumi,"Japan,",1973,https://www.criterion.com/films/28726-lone-wolf-and-cub-baby-cart-in-the-land-of-demons
475,,The Friends of Eddie Coyle,Peter Yates,"United States,",1973,https://www.criterion.com/films/1426-the-friends-of-eddie-coyle
351,,The Spirit of the Beehive,Víctor Erice,"Spain,",1973,https://www.criterion.com/films/367-the-spirit-of-the-beehive
,,Zatoichi’s Conspiracy,Kimiyoshi Yasuda,"Japan,",1973,https://www.criterion.com/films/28588-zatoichi-s-conspiracy
687,,A River Called Titas,Ritwik Ghatak,"Bangladesh,",1973,https://www.criterion.com/films/28411-a-river-called-titas
820,,Fantastic Planet,René Laloux,"France,",1973,https://www.criterion.com/films/28636-fantastic-planet
1198,,Mean Streets,Martin Scorsese,"United States,",1973,https://www.criterion.com/films/29024-mean-streets
,,"Humain, trop humain",Louis Malle,"France,",1973,https://www.criterion.com/films/671-humain-trop-humain
89,,Sisters,Brian De Palma,"United States,",1973,https://www.criterion.com/films/377-sisters
27,,Flesh for Frankenstein,Paul Morrissey,"United States,",1973,https://www.criterion.com/films/562-flesh-for-frankenstein
790,,Lady Snowblood,Toshiya Fujita,"Japan,",1973,https://www.criterion.com/films/28589-lady-snowblood
598,,World on a Wire,Rainer Werner Fassbinder,"Germany,",1973,https://www.criterion.com/films/27742-world-on-a-wire
4,,Amarcord,Federico Fellini,"Italy,",1973,https://www.criterion.com/films/208-amarcord
28,,Blood for Dracula,Paul Morrissey,"United States,",1974,https://www.criterion.com/films/564-blood-for-dracula
,,Place de la République,Louis Malle,"France,",1974,https://www.criterion.com/films/672-place-de-la-republique
1064,,The Parallax View,Alan J. Pakula,"United States,",1974,https://www.criterion.com/films/30204-the-parallax-view
290,,The Phantom of Liberty,Luis Buñuel,"France,",1974,https://www.criterion.com/films/905-the-phantom-of-liberty
634,,Arabian Nights,Pier Paolo Pasolini,"Italy,",1974,https://www.criterion.com/films/28374-arabian-nights
805,,A Poem Is a Naked Person,Les Blank,"United States,",1974,https://www.criterion.com/films/28755-a-poem-is-a-naked-person
59,,The Night Porter,Liliana Cavani,"Italy,",1974,https://www.criterion.com/films/604-the-night-porter
814,,Alice in the Cities,Wim Wenders,"Germany,",1974,https://www.criterion.com/films/27717-alice-in-the-cities
156,,Hearts and Minds,Peter Davis,"United States,",1974,https://www.criterion.com/films/711-hearts-and-minds
929,,Female Trouble,John Waters,"United States,",1974,https://www.criterion.com/films/28704-female-trouble
,,Cartesius,Roberto Rossellini,"Italy,",1974,https://www.criterion.com/films/1026-cartesius
253,,A Woman Under the Influence,John Cassavetes,"United States,",1974,https://www.criterion.com/films/510-a-woman-under-the-influence
1069,,Céline and Julie Go Boating,Jacques Rivette,"France,",1974,https://www.criterion.com/films/29639-celine-and-julie-go-boating
329,,"Lacombe, Lucien",Louis Malle,"France,",1974,https://www.criterion.com/films/776-lacombe-lucien
731,,Parade,Jacques Tati,"France,",1974,https://www.criterion.com/films/28123-parade
390,,Sweet Movie,Dušan Makavejev,"France,",1974,https://www.criterion.com/films/552-sweet-movie
153,,General Idi Amin Dada: A Self-Portrait,Barbet Schroeder,"France,",1974,https://www.criterion.com/films/545-general-idi-amin-dada-a-self-portrait
791,,Lady Snowblood: Love Song of Vengeance,Toshiya Fujita,"Japan,",1974,https://www.criterion.com/films/28590-lady-snowblood-love-song-of-vengeance
,,Godzilla vs. Mechagodzilla,Jun Fukuda,"Japan,",1974,https://www.criterion.com/films/29348-godzilla-vs-mechagodzilla
1052,,Claudine,John Berry,"United States,",1974,https://www.criterion.com/films/29599-claudine
198,,Ali: Fear Eats the Soul,Rainer Werner Fassbinder,"Germany,",1974,https://www.criterion.com/films/152-ali-fear-eats-the-soul
,,Lone Wolf and Cub: White Heaven in Hell,Yoshiyuki Kuroda,"Japan,",1974,https://www.criterion.com/films/28727-lone-wolf-and-cub-white-heaven-in-hell
,,Xala,Ousmane Sembène,"Senegal,",1975,https://www.criterion.com/films/29070-xala
815,,Wrong Move,Wim Wenders,"Germany,",1975,https://www.criterion.com/films/28768-wrong-move
,,Daguerréotypes,Agnès Varda,"France,",1975,https://www.criterion.com/films/30111-daguerreotypes
,,Terror of Mechagodzilla,Ishiro Honda,"Japan,",1975,https://www.criterion.com/films/29345-terror-of-mechagodzilla
,,Two Tons of Turquoise to Taos Tonight,Robert Downey Sr.,"United States,",1975,https://www.criterion.com/films/27941-two-tons-of-turquoise-to-taos-tonight
1084,,Mirror,Andrei Tarkovsky,"Soviet Union,",1975,https://www.criterion.com/films/28894-mirror
,,Je tu il elle,Chantal Akerman,"Belgium,",1975,https://www.criterion.com/films/20962-je-tu-il-elle
947,,Shampoo,Hal Ashby,"United States,",1975,https://www.criterion.com/films/28821-shampoo
177,,The Lost Honor of Katharina Blum,Volker Schlöndorff and Margarethe von Trotta,"Germany,",1975,https://www.criterion.com/films/726-the-lost-honor-of-katharina-blum
683,,Nashville,Robert Altman,"United States,",1975,https://www.criterion.com/films/28427-nashville
897,,Barry Lyndon,Stanley Kubrick,"United States,",1975,https://www.criterion.com/films/29008-barry-lyndon
1146,,Muna moto,Dikongué-Pipa,"Cameroon,",1975,https://www.criterion.com/films/33087-muna-moto
71,,The Magic Flute,Ingmar Bergman,"Sweden,",1975,https://www.criterion.com/films/613-the-magic-flute
1165,,Cooley High,Michael Schultz,"United States,",1975,https://www.criterion.com/films/31689-cooley-high
851,,Fox and His Friends,Rainer Werner Fassbinder,"Germany,",1975,https://www.criterion.com/films/27957-fox-and-his-friends
484,,"Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles",Chantal Akerman,"France,",1975,https://www.criterion.com/films/302-jeanne-dielman-23-quai-du-commerce-1080-bruxelles
29,,Picnic at Hanging Rock,Peter Weir,"Australia,",1975,https://www.criterion.com/films/565-picnic-at-hanging-rock
571,,Black Moon,Louis Malle,"France,",1975,https://www.criterion.com/films/27627-black-moon
288,,F for Fake,Orson Welles,"United States,",1975,https://www.criterion.com/films/908-f-for-fake
382,,Overlord,Stuart Cooper,"United Kingdom,",1975,https://www.criterion.com/films/550-overlord
1115,,Adoption,Márta Mészáros,"Hungary,",1975,https://www.criterion.com/films/31237-adoption
926,,Manila in the Claws of Light,Lino Brocka,"Philippines,",1975,https://www.criterion.com/films/29221-manila-in-the-claws-of-light
,,India Song,Marguerite Duras,"France,",1975,https://www.criterion.com/films/31904-india-song
334,,Harlan County USA,Barbara Kopple,"United States,",1976,https://www.criterion.com/films/777-harlan-county-usa
123,,Grey Gardens,"David Maysles, Albert Maysles, Ellen Hovde, and Muffie Meyer","United States,",1976,https://www.criterion.com/films/664-grey-gardens
304,,The Man Who Fell to Earth,Nicolas Roeg,"United States,",1976,https://www.criterion.com/films/755-the-man-who-fell-to-earth
192,,Coup de grâce,Volker Schlöndorff,"Germany,",1976,https://www.criterion.com/films/737-coup-de-grace
223,,Maîtresse,Barbet Schroeder,"France,",1976,https://www.criterion.com/films/554-maitresse
403,,Cría cuervos . . .,Carlos Saura,"Spain,",1976,https://www.criterion.com/films/519-cria-cuervos
466,,In the Realm of the Senses,Nagisa Oshima,"Japan,",1976,https://www.criterion.com/films/1287-in-the-realm-of-the-senses
1123,,Mr. Klein,Joseph Losey,"France,",1976,https://www.criterion.com/films/28112-mr-klein
816,,Kings of the Road,Wim Wenders,"Germany,",1976,https://www.criterion.com/films/28762-kings-of-the-road
862,,Canoa: A Shameful Memory,Felipe Cazals,"Mexico,",1976,https://www.criterion.com/films/29050-canoa-a-shameful-memory
254,,The Killing of a Chinese Bookie,John Cassavetes,"United States,",1976,https://www.criterion.com/films/958-the-killing-of-a-chinese-bookie
874,,Insiang,Lino Brocka,"Philippines,",1976,https://www.criterion.com/films/29099-insiang
17,,"Salò, or The 120 Days of Sodom",Pier Paolo Pasolini,"Italy,",1976,https://www.criterion.com/films/532-salo-or-the-120-days-of-sodom
1145,,Chess of the Wind,Mohammad Reza Aslani,"Iran,",1976,https://www.criterion.com/films/31588-chess-of-the-wind
,,News from Home,Chantal Akerman,"France,",1976,https://www.criterion.com/films/20978-news-from-home
957,,Mikey and Nicky,Elaine May,"United States,",1976,https://www.criterion.com/films/27895-mikey-and-nicky
,,The Model Couple,William Klein,"France,",1977,https://www.criterion.com/films/904-the-model-couple
778,,A Special Day,Ettore Scola,"Italy,",1977,https://www.criterion.com/films/28659-a-special-day
143,,That Obscure Object of Desire,Luis Buñuel,"France,",1977,https://www.criterion.com/films/686-that-obscure-object-of-desire
142,,The Last Wave,Peter Weir,"Australia,",1977,https://www.criterion.com/films/685-the-last-wave
,,The Serpent’s Egg,Ingmar Bergman,"United States,",1977,https://www.criterion.com/films/29445-the-serpent-s-egg
,,"Baxter, Vera Baxter",Marguerite Duras,"France,",1977,https://www.criterion.com/films/31905-baxter-vera-baxter
609,,¡Alambrista!,Robert M. Young,"United States,",1977,https://www.criterion.com/films/28101--alambrista
1063,,The Ascent,Larisa Shepitko,"Soviet Union,",1977,https://www.criterion.com/films/561-the-ascent
903,,Jabberwocky,Terry Gilliam,"United Kingdom,",1977,https://www.criterion.com/films/29266-jabberwocky
255,,Opening Night,John Cassavetes,"United States,",1977,https://www.criterion.com/films/957-opening-night
793,,The American Friend,Wim Wenders,"Germany,",1977,https://www.criterion.com/films/28763-the-american-friend
978,,"One Sings, the Other Doesn’t",Agnès Varda,"France,",1977,https://www.criterion.com/films/29436-one-sings-the-other-doesn-t
539,,House,Nobuhiko Obayashi,"Japan,",1977,https://www.criterion.com/films/27523-house
230,,3 Women,Robert Altman,"United States,",1977,https://www.criterion.com/films/712-3-women
725,,Eraserhead,David Lynch,"United States,",1977,https://www.criterion.com/films/28382-eraserhead
,,Ceddo,Ousmane Sembène,"Senegal,",1977,https://www.criterion.com/films/29071-ceddo
748,,Watership Down,Martin Rosen,"United Kingdom,",1978,https://www.criterion.com/films/28620-watership-down
60,,Autumn Sonata,Ingmar Bergman,"Sweden,",1978,https://www.criterion.com/films/605-autumn-sonata
467,,Empire of Passion,Nagisa Oshima,"Japan,",1978,https://www.criterion.com/films/1288-empire-of-passion
967,,I Wanna Hold Your Hand,Robert Zemeckis,"United States,",1978,https://www.criterion.com/films/29000-i-wanna-hold-your-hand
1118,,The Last Waltz,Martin Scorsese,"United States,",1978,https://www.criterion.com/films/29460-the-last-waltz
340,,Koko: A Talking Gorilla,Barbet Schroeder,"France,",1978,https://www.criterion.com/films/782-koko-a-talking-gorilla
1032,,An Unmarried Woman,Paul Mazursky,"United States,",1978,https://www.criterion.com/films/29597-an-unmarried-woman
671,,La Cage aux Folles,Edouard Molinaro,"France,",1978,https://www.criterion.com/films/28045-la-cage-aux-folles
409,,Days of Heaven,Terrence Malick,"United States,",1978,https://www.criterion.com/films/213-days-of-heaven
,,Half a Loaf of Kung Fu,Chan Chi-hwa,"Hong Kong,",1978,https://www.criterion.com/films/29549-half-a-loaf-of-kung-fu
,,Les rendez-vous d’Anna,Chantal Akerman,"Belgium,",1978,https://www.criterion.com/films/20204-les-rendez-vous-d-anna
,,Spiritual Kung Fu,Lo Wei,"Hong Kong,",1978,https://www.criterion.com/films/29550-spiritual-kung-fu
854,,The Tree of Wooden Clogs,Ermanno Olmi,"Italy,",1978,https://www.criterion.com/films/28599-the-tree-of-wooden-clogs
1055,,Girlfriends,Claudia Weill,"United States,",1978,https://www.criterion.com/films/29635-girlfriends
,,Game of Death,Robert Clouse,"Hong Kong,",1978,https://www.criterion.com/films/29555-game-of-death
191,,Jubilee,Derek Jarman,"United Kingdom,",1978,https://www.criterion.com/films/736-jubilee
751,,Gates of Heaven,Errol Morris,"United States,",1978,https://www.criterion.com/films/28354-gates-of-heaven
204,,The Marriage of Maria Braun,Rainer Werner Fassbinder,"West Germany,",1979,https://www.criterion.com/films/592-the-marriage-of-maria-braun
234,,The Tin Drum,Volker Schlöndorff,"Germany,",1979,https://www.criterion.com/films/789-the-tin-drum
,,The Fearless Hyena,Jackie Chan,"Hong Kong,",1979,https://www.criterion.com/films/29551-the-fearless-hyena
757,,The Rose,Mark Rydell,"United States,",1979,https://www.criterion.com/films/28572-the-rose
777,,The Brood,David Cronenberg,"Canada,",1979,https://www.criterion.com/films/28439-the-brood
,,Fårö Document 1979,Ingmar Bergman,"Sweden,",1979,https://www.criterion.com/films/27966-faro-document-1979
864,,Being There,Hal Ashby,"United States,",1979,https://www.criterion.com/films/29009-being-there
470,,Wise Blood,John Huston,"United States,",1979,https://www.criterion.com/films/1424-wise-blood
765,,The Black Stallion,Carroll Ballard,"United States,",1979,https://www.criterion.com/films/28685-the-black-stallion
1176,,Chilly Scenes of Winter,Joan Micklin Silver,"United States,",1979,https://www.criterion.com/films/29145-chilly-scenes-of-winter
973,,My Brilliant Career,Gillian Armstrong,"Australia,",1979,https://www.criterion.com/films/29065-my-brilliant-career
1174,,Last Hurrah for Chivalry,John Woo,"Hong Kong,",1979,https://www.criterion.com/films/29546-last-hurrah-for-chivalry
697,,Tess,Roman Polanski,"United Kingdom,",1979,https://www.criterion.com/films/28594-tess
1043,,Christ Stopped at Eboli,Francesco Rosi,"Italy,",1979,https://www.criterion.com/films/30717-christ-stopped-at-eboli
,,Paul Robeson: Tribute to an Artist,Saul J. Turell,"United States,",1979,https://www.criterion.com/films/808-paul-robeson-tribute-to-an-artist
384,,Vengeance Is Mine,Shohei Imamura,"Japan,",1979,https://www.criterion.com/films/822-vengeance-is-mine
624,,Quadrophenia,Franc Roddam,"United Kingdom,",1979,https://www.criterion.com/films/27775-quadrophenia
61,,Monty Python’s Life of Brian,Terry Jones,"United Kingdom,",1979,https://www.criterion.com/films/606-monty-python-s-life-of-brian
888,,Stalker,Andrei Tarkovsky,"Soviet Union,",1979,https://www.criterion.com/films/28150-stalker
724,,All That Jazz,Bob Fosse,"United States,",1979,https://www.criterion.com/films/28561-all-that-jazz
1039,,Town Bloody Hall,Chris Hegedus and D. A. Pennebaker,"United States,",1979,https://www.criterion.com/films/30213-town-bloody-hall
188,,Love on the Run,François Truffaut,"France,",1979,https://www.criterion.com/films/734-love-on-the-run
823,,The In-Laws,Arthur Hiller,"United States,",1979,https://www.criterion.com/films/28707-the-in-laws
1134,,Raging Bull,Martin Scorsese,"United States,",1980,https://www.criterion.com/films/29158-raging-bull
,,The Young Master,Jackie Chan,"Hong Kong,",1980,https://www.criterion.com/films/29547-the-young-master
163,,Hopscotch,Ronald Neame,"United States,",1980,https://www.criterion.com/films/717-hopscotch
303,,Bad Timing,Nicolas Roeg,"United Kingdom,",1980,https://www.criterion.com/films/744-bad-timing
,,Poto and Cabengo,Jean-Pierre Gorin,"United States,",1980,https://www.criterion.com/films/27948-poto-and-cabengo
267,,Kagemusha,Akira Kurosawa,"Japan,",1980,https://www.criterion.com/films/948-kagemusha
636,,Heaven’s Gate,Michael Cimino,"United States,",1980,https://www.criterion.com/films/28036-heaven-s-gate
,,From the Life of the Marionettes,Ingmar Bergman,"Sweden,",1980,https://www.criterion.com/films/27806-from-the-life-of-the-marionettes
773,,Breaker Morant,Bruce Beresford,"Australia,",1980,https://www.criterion.com/films/27766-breaker-morant
411,,Berlin Alexanderplatz,Rainer Werner Fassbinder,"Germany,",1980,https://www.criterion.com/films/839-berlin-alexanderplatz
1051,,The Elephant Man,David Lynch,"United States,",1980,https://www.criterion.com/films/29677-the-elephant-man
462,,The Last Metro,François Truffaut,"France,",1980,https://www.criterion.com/films/1084-the-last-metro
26,,The Long Good Friday,John Mackenzie,"United Kingdom,",1980,https://www.criterion.com/films/559-the-long-good-friday
1047,,Pixote,Héctor Babenco,"Brazil,",1980,https://www.criterion.com/films/30307-pixote
770,,Dressed to Kill,Brian De Palma,"United States,",1980,https://www.criterion.com/films/28686-dressed-to-kill
744,,Every Man for Himself,Jean-Luc Godard,"France,",1980,https://www.criterion.com/films/28549-every-man-for-himself
712,,Scanners,David Cronenberg,"Canada,",1981,https://www.criterion.com/films/28043-scanners
,,Mur Murs,Agnès Varda,"France,",1981,https://www.criterion.com/films/28629-mur-murs
479,,My Dinner with André,Louis Malle,"United States,",1981,https://www.criterion.com/films/1093-my-dinner-with-andre
691,,Thief,Michael Mann,"United States,",1981,https://www.criterion.com/films/28024-thief
,,Blood Wedding,Carlos Saura,"Spain,",1981,https://www.criterion.com/films/883-blood-wedding
995,,Polyester,John Waters,"United States,",1981,https://www.criterion.com/films/28714-polyester
206,,Lola,Rainer Werner Fassbinder,"West Germany,",1981,https://www.criterion.com/films/595-lola
106,,Coup de torchon,Bertrand Tavernier,"France,",1981,https://www.criterion.com/films/647-coup-de-torchon
752,,"Vernon, Florida",Errol Morris,"United States,",1981,https://www.criterion.com/films/28356-vernon-florida
,,Documenteur,Agnès Varda,"France,",1981,https://www.criterion.com/films/28630-documenteur
689,,Trances,Ahmed El Maanouni,"Morocco,",1981,https://www.criterion.com/films/28413-trances
562,,Blow Out,Brian De Palma,"United States,",1981,https://www.criterion.com/films/27561-blow-out
37,,Time Bandits,Terry Gilliam,"United Kingdom,",1981,https://www.criterion.com/films/232-time-bandits
768,,The French Lieutenant’s Woman,Karel Reisz,"United Kingdom,",1981,https://www.criterion.com/films/28037-the-french-lieutenant-s-woman
772,,Blind Chance,Krzysztof Kieślowski,"Poland,",1981,https://www.criterion.com/films/28555-blind-chance
719,,Une chambre en ville,Jacques Demy,"France,",1982,https://www.criterion.com/films/27936-une-chambre-en-ville
263,,Fanny and Alexander: Theatrical Version,Ingmar Bergman,"Sweden,",1982,https://www.criterion.com/films/201-fanny-and-alexander-theatrical-version
205,,Veronika Voss,Rainer Werner Fassbinder,"West Germany,",1982,https://www.criterion.com/films/593-veronika-voss
940,,The Ballad of Gregorio Cortez,Robert M. Young,"United States,",1982,https://www.criterion.com/films/29142-the-ballad-of-gregorio-cortez
449,,Missing,Costa-Gavras,"United States,",1982,https://www.criterion.com/films/769-missing
1124,,Chan Is Missing,Wayne Wang,"United States,",1982,https://www.criterion.com/films/31920-chan-is-missing
1113,,Boat People,Ann Hui,"Hong Kong,",1982,https://www.criterion.com/films/30455-boat-people
455,,White Dog,Samuel Fuller,"United States,",1982,https://www.criterion.com/films/861-white-dog
585,,Identification of a Woman,Michelangelo Antonioni,"Italy,",1982,https://www.criterion.com/films/27629-identification-of-a-woman
941,,Smithereens,​Susan Seidelman,"United States,",1982,https://www.criterion.com/films/29044-smithereens
1075,,Fast Times at Ridgemont High,Amy Heckerling,"United States,",1982,https://www.criterion.com/films/30464-fast-times-at-ridgemont-high
625,,Eating Raoul,Paul Bartel,"United States,",1982,https://www.criterion.com/films/27767-eating-raoul
287,,Burden of Dreams,Les Blank,"United States,",1982,https://www.criterion.com/films/546-burden-of-dreams
738,,Tootsie,Sydney Pollack,"United States,",1982,https://www.criterion.com/films/28609-tootsie
1221,,Querelle,Rainer Werner Fassbinder,"Germany,",1982,https://www.criterion.com/films/27974-querelle
264,,The Making of Fanny and Alexander,Ingmar Bergman,"Sweden,",1982,https://www.criterion.com/films/627-the-making-of-fanny-and-alexander
927,,El Sur,Víctor Erice,"Spain,",1983,https://www.criterion.com/films/27745-el-sur
,,Carmen,Carlos Saura,"Spain,",1983,https://www.criterion.com/films/884-carmen
458,,El Norte,Gregory Nava,"Guatemala,",1983,https://www.criterion.com/films/972-el-norte
640,,Koyaanisqatsi,Godfrey Reggio,"United States,",1983,https://www.criterion.com/films/28034-koyaanisqatsi
262,,Fanny and Alexander: Television Version,Ingmar Bergman,"Sweden,",1983,https://www.criterion.com/films/626-fanny-and-alexander-television-version
567,,The Makioka Sisters,Kon Ichikawa,"Japan,",1983,https://www.criterion.com/films/27619-the-makioka-sisters
464,,Danton,Andrzej Wajda,"France,",1983,https://www.criterion.com/films/555-danton
,,Sans Soleil,Chris Marker,"France,",1983,https://www.criterion.com/films/304-sans-soleil
994,,Local Hero,Bill Forsyth,"United Kingdom,",1983,https://www.criterion.com/films/28709-local-hero
1227,,Risky Business,Paul Brickman,"United States,",1983,https://www.criterion.com/films/33808-risky-business
789,,Burroughs: The Movie,Howard Brookner,"United States,",1983,https://www.criterion.com/films/28657-burroughs-the-movie
,,Fearless Hyena II,Chan Chuen,"Hong Kong,",1983,https://www.criterion.com/films/29552-fearless-hyena-ii
886,,L’argent,Robert Bresson,"France,",1983,https://www.criterion.com/films/27588-l-argent
535,,Merry Christmas Mr. Lawrence,Nagisa Oshima,"United Kingdom,",1983,https://www.criterion.com/films/27512-merry-christmas-mr-lawrence
869,,Rumble Fish,Francis Ford Coppola,"United States,",1983,https://www.criterion.com/films/28993-rumble-fish
50,,And the Ship Sails On,Federico Fellini,"Italy,",1983,https://www.criterion.com/films/587-and-the-ship-sails-on
337,,À nos amours,Maurice Pialat,"France,",1983,https://www.criterion.com/films/779-a-nos-amours
720,,The Big Chill,Lawrence Kasdan,"United States,",1983,https://www.criterion.com/films/28610-the-big-chill
248,,Videodrome,David Cronenberg,"Canada,",1983,https://www.criterion.com/films/240-videodrome
,,The Home and the World,Satyajit Ray,"India,",1984,https://www.criterion.com/films/27681-the-home-and-the-world
80,,The Element of Crime,Lars von Trier,"Denmark,",1984,https://www.criterion.com/films/619-the-element-of-crime
501,,"Paris, Texas",Wim Wenders,"France,",1984,https://www.criterion.com/films/1502-paris-texas
,,After the Rehearsal,Ingmar Bergman,"Sweden,",1984,https://www.criterion.com/films/27963-after-the-rehearsal
557,,The Times of Harvey Milk,Robert Epstein,"United States,",1984,https://www.criterion.com/films/27549-the-times-of-harvey-milk
257,,Secret Honor,Robert Altman,"United States,",1984,https://www.criterion.com/films/955-secret-honor
654,,Repo Man,Alex Cox,"United States,",1984,https://www.criterion.com/films/28051-repo-man
890,,Meantime,Mike Leigh,"United Kingdom,",1984,https://www.criterion.com/films/28805-meantime
834,,Blood Simple,Joel Coen,"United States,",1984,https://www.criterion.com/films/28852-blood-simple
12,,This Is Spinal Tap,Rob Reiner,"United States,",1984,https://www.criterion.com/films/317-this-is-spinal-tap
1211,,The Runner,Amir Naderi,"Iran,",1984,https://www.criterion.com/films/34099-the-runner
469,,The Hit,Stephen Frears,"United Kingdom,",1984,https://www.criterion.com/films/1285-the-hit
721,,Love Streams,John Cassavetes,"United States,",1984,https://www.criterion.com/films/28032-love-streams
1079,,Streetwise,Martin Bell,"United States,",1984,https://www.criterion.com/films/29631-streetwise
410,,Under the Volcano,John Huston,"United States,",1984,https://www.criterion.com/films/837-under-the-volcano
1125,,The Funeral,Juzo Itami,"Japan,",1984,https://www.criterion.com/films/28879-the-funeral
400,,Stranger Than Paradise,Jim Jarmusch,"United States,",1984,https://www.criterion.com/films/252-stranger-than-paradise
425,,Antonio Gaudí,Hiroshi Teshigahara,"Japan,",1984,https://www.criterion.com/films/536-antonio-gaudi
984,,1984,Michael Radford,"United Kingdom,",1984,https://www.criterion.com/films/29140-1984
