imdb,high_matches,avg_score,coverage,title,script_url,filename,char_fname
0114388,1.0,91.33333333333331,0.7171052631578947,Sense and Sensibility,https://sfy.ru/?script=sense_and_sensibility,Sense-and-Sensibility,Sense-and-Sensibility_charinfo.txt
0114478,0.9090909090909092,89.36363636363636,0.9953863898500576,Smoke,http://www.awesomefilm.com/script/smoke.txt,Smoke,Smoke_charinfo.txt
0114558,0.8518518518518519,88.03703703703704,0.970886075949367,Strange Days,https://imsdb.com/scripts/Strange-Days.html,Strange-Days,Strange-Days_charinfo.txt
0114582,0.7727272727272727,87.86363636363636,0.9403747870528107,Superfights,https://www.dailyscript.com/scripts/SuperFights.pdf,SuperFights,SuperFights_charinfo.txt
0114709,0.75,87.375,0.988558352402746,Toy Story,https://www.dailyscript.com/scripts/toy_story.html,Toy-Story,Toy-Story_charinfo.txt
0114746,0.7368421052631579,85.6140350877193,0.9453416149068324,12 Monkeys,https://imsdb.com/scripts/12-Monkeys.html,12-Monkeys,12-Monkeys_charinfo.txt
0114857,0.53125,74.8125,0.913821138211382,Virtuosity,https://www.dailyscript.com/scripts/Virtuosity.pdf,Virtuosity,Virtuosity_charinfo.txt
0115632,0.7317073170731707,85.07317073170732,0.9784791965566716,Basquiat,https://imsdb.com/scripts/Basquiat.html,Basquiat,Basquiat_charinfo.txt
0115641,0.525,71.775,0.962589928057554,Beavis and Butt-Head Do America,https://imsdb.com/scripts/Beavis-and-Butt-head-Do-America.html,Beavis-and-Butt-head-Do-America,Beavis-and-Butt-head-Do-America_charinfo.txt
0115710,0.5217391304347826,76.0,0.9195544554455446,Blood and Wine,https://imsdb.com/scripts/Blood-and-Wine.html,Blood-and-Wine,Blood-and-Wine_charinfo.txt
0115734,0.7727272727272727,87.0,0.9923793395427604,Bottle Rocket,https://www.dailyscript.com/scripts/Bottle%2BRocket.txt,Bottle-Rocket,Bottle-Rocket_charinfo.txt
0115736,0.7692307692307693,84.76923076923077,0.9989023051591658,2023 NFL Draft: First Round Predictions and First Picks,http://www.awesomefilm.com/script/bound_firstdraft.txt,Bound-First-Draf,Bound-First-Draf_charinfo.txt
0115759,0.4727272727272727,72.96363636363637,0.8516483516483516,Broken Arrow,https://imsdb.com/scripts/Broken-Arrow.html,Broken-Arrow,Broken-Arrow_charinfo.txt
0115798,0.6896551724137931,82.75862068965517,0.976241900647948,The Cable Guy,https://www.dailyscript.com/scripts/The-Cable-Guy.txt,The-Cable-Guy,The-Cable-Guy_charinfo.txt
0115956,0.6666666666666666,81.39393939393939,0.9815465729349736,Courage Under Fire,https://www.dailyscript.com/scripts/CourageUnderFire.pdf,Courage-Under-Fire,Courage-Under-Fire_charinfo.txt
0116209,0.7419354838709677,86.83870967741936,0.9871657754010696,The English Patient,https://www.dailyscript.com/scripts/englishpatient.html,The-English-Patient,The-English-Patient_charinfo.txt
0116225,0.6086956521739131,78.17391304347827,0.9755555555555556,Escape from L.A.,https://imsdb.com/scripts/Escape-From-L.A..html,Escape-From-LA,Escape-From-LA_charinfo.txt
0116253,0.6,79.05,0.9263698630136986,Executive Decision,https://www.dailyscript.com/scripts/Executive_Decision.pdf,Executive-Decision,Executive-Decision_charinfo.txt
